id,artist,name,popularity,acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
0wdKiSBUT7aZkXUIdJWcwC,Kevin Gates,2 Phones,71,0.157,https://api.spotify.com/v1/audio-analysis/0wdKiSBUT7aZkXUIdJWcwC,0.895,240000,0.681,0.0,7,0.189,-5.267,0,0.358,121.918,4,https://api.spotify.com/v1/tracks/0wdKiSBUT7aZkXUIdJWcwC,audio_features,spotify:track:0wdKiSBUT7aZkXUIdJWcwC,0.554
2EoIt9vdgFRNW03u5IvFsQ,Billy Ray Cyrus,Achy Breaky Heart,67,0.051,https://api.spotify.com/v1/audio-analysis/2EoIt9vdgFRNW03u5IvFsQ,0.8,203373,0.563,0.0,9,0.0797,-10.209,1,0.0303,121.808,4,https://api.spotify.com/v1/tracks/2EoIt9vdgFRNW03u5IvFsQ,audio_features,spotify:track:2EoIt9vdgFRNW03u5IvFsQ,0.961
0ikz6tENMONtK6qGkOrU3c,Wham!,Wake Me up Before You Go-Go,80,0.272,https://api.spotify.com/v1/audio-analysis/0ikz6tENMONtK6qGkOrU3c,0.62,231333,0.574,0.0,0,0.0607,-11.893,1,0.0421,81.548,4,https://api.spotify.com/v1/tracks/0ikz6tENMONtK6qGkOrU3c,audio_features,spotify:track:0ikz6tENMONtK6qGkOrU3c,0.9
2RSOzvKUnfDDrb2nQPfpQU,Aqua,Barbie Girl,63,0.0165,https://api.spotify.com/v1/audio-analysis/2RSOzvKUnfDDrb2nQPfpQU,0.81,197773,0.957,0.284,1,0.248,-6.049,0,0.0364,129.985,4,https://api.spotify.com/v1/tracks/2RSOzvKUnfDDrb2nQPfpQU,audio_features,spotify:track:2RSOzvKUnfDDrb2nQPfpQU,0.962
2ZTCl6wQMDSMfY4s8GHZdj,Miley Cyrus,Butterfly Fly Away,62,0.733,https://api.spotify.com/v1/audio-analysis/2ZTCl6wQMDSMfY4s8GHZdj,0.607,189240,0.281,0.000123,11,0.29,-12.632,1,0.0258,134.978,4,https://api.spotify.com/v1/tracks/2ZTCl6wQMDSMfY4s8GHZdj,audio_features,spotify:track:2ZTCl6wQMDSMfY4s8GHZdj,0.468
1nrsFfACPG4Hnw5AuOpCND,Rico Nasty,Smack A Bitch,72,0.0055,https://api.spotify.com/v1/audio-analysis/1nrsFfACPG4Hnw5AuOpCND,0.703,138353,0.7,0.0,2,0.115,-2.417,1,0.221,169.861,4,https://api.spotify.com/v1/tracks/1nrsFfACPG4Hnw5AuOpCND,audio_features,spotify:track:1nrsFfACPG4Hnw5AuOpCND,0.34
7DTlsMOQjGysXHpwwpHuPl,Rich Gang,Lifestyle,69,0.0152,https://api.spotify.com/v1/audio-analysis/7DTlsMOQjGysXHpwwpHuPl,0.546,269693,0.667,0.0,1,0.0895,-5.236,1,0.274,87.666,4,https://api.spotify.com/v1/tracks/7DTlsMOQjGysXHpwwpHuPl,audio_features,spotify:track:7DTlsMOQjGysXHpwwpHuPl,0.471
6QiLgpruJ1e41hBD4wq5nS,Rae Sremmurd,No Type,42,0.0193,https://api.spotify.com/v1/audio-analysis/6QiLgpruJ1e41hBD4wq5nS,0.897,200120,0.47,4e-05,6,0.0947,-7.938,1,0.14,125.023,4,https://api.spotify.com/v1/tracks/6QiLgpruJ1e41hBD4wq5nS,audio_features,spotify:track:6QiLgpruJ1e41hBD4wq5nS,0.229
19gEmPjfqSZT0ulDRfjl0m,Bobby Shmurda,Hot N*gga,74,0.0505,https://api.spotify.com/v1/audio-analysis/19gEmPjfqSZT0ulDRfjl0m,0.794,194561,0.51,1.81e-06,9,0.0562,-7.314,1,0.42,167.879,4,https://api.spotify.com/v1/tracks/19gEmPjfqSZT0ulDRfjl0m,audio_features,spotify:track:19gEmPjfqSZT0ulDRfjl0m,0.18
4Ae0L30NjQJvsI0h8hKRSm,Edwyn Collins,It's a Steal,7,0.0543,https://api.spotify.com/v1/audio-analysis/4Ae0L30NjQJvsI0h8hKRSm,0.579,319507,0.439,0.00595,9,0.17,-13.144,1,0.0839,90.778,4,https://api.spotify.com/v1/tracks/4Ae0L30NjQJvsI0h8hKRSm,audio_features,spotify:track:4Ae0L30NjQJvsI0h8hKRSm,0.416
3zcpi0blxOLxMy2emwgiRM,Edwyn Collins,The Magic Piper (Of Love),36,0.161,https://api.spotify.com/v1/audio-analysis/3zcpi0blxOLxMy2emwgiRM,0.795,228692,0.688,0.152,5,0.195,-11.004,1,0.0442,110.217,4,https://api.spotify.com/v1/tracks/3zcpi0blxOLxMy2emwgiRM,audio_features,spotify:track:3zcpi0blxOLxMy2emwgiRM,0.813
0PsYM7k8V9HSS8DMdDVqsv,Edwyn Collins,No One Waved Goodbye,8,0.00687,https://api.spotify.com/v1/audio-analysis/0PsYM7k8V9HSS8DMdDVqsv,0.526,272375,0.641,0.000338,9,0.175,-12.924,1,0.0549,129.464,4,https://api.spotify.com/v1/tracks/0PsYM7k8V9HSS8DMdDVqsv,audio_features,spotify:track:0PsYM7k8V9HSS8DMdDVqsv,0.544
40c4Zo0r2HH9aKDgEsbsVA,G. Love & Special Sauce,I-76,34,0.138,https://api.spotify.com/v1/audio-analysis/40c4Zo0r2HH9aKDgEsbsVA,0.643,225640,0.713,0.0,11,0.565,-6.716,0,0.215,103.942,4,https://api.spotify.com/v1/tracks/40c4Zo0r2HH9aKDgEsbsVA,audio_features,spotify:track:40c4Zo0r2HH9aKDgEsbsVA,0.492
4h7QNTPrt0AuvOu1b6xznB,G. Love & Special Sauce,You Shall See,16,0.451,https://api.spotify.com/v1/audio-analysis/4h7QNTPrt0AuvOu1b6xznB,0.61,228840,0.887,0.0315,4,0.178,-8.614,0,0.0544,106.68,4,https://api.spotify.com/v1/tracks/4h7QNTPrt0AuvOu1b6xznB,audio_features,spotify:track:4h7QNTPrt0AuvOu1b6xznB,0.717
5LCpdwYxYBDT8vElpHd4ga,G. Love & Special Sauce,Take You There,17,0.168,https://api.spotify.com/v1/audio-analysis/5LCpdwYxYBDT8vElpHd4ga,0.694,190973,0.62,0.0,0,0.35,-9.896,1,0.0272,109.839,4,https://api.spotify.com/v1/tracks/5LCpdwYxYBDT8vElpHd4ga,audio_features,spotify:track:5LCpdwYxYBDT8vElpHd4ga,0.558
0kpHMBjx4eBghXQXxuRZcy,Jack Drag,Psycho Clogs,4,0.000101,https://api.spotify.com/v1/audio-analysis/0kpHMBjx4eBghXQXxuRZcy,0.475,230333,0.888,0.808,2,0.0561,-6.026,1,0.0568,116.606,4,https://api.spotify.com/v1/tracks/0kpHMBjx4eBghXQXxuRZcy,audio_features,spotify:track:0kpHMBjx4eBghXQXxuRZcy,0.579
0X5yBi86N9IZt2gvEKBWGm,Jack Drag,Seem So Tired,1,0.00832,https://api.spotify.com/v1/audio-analysis/0X5yBi86N9IZt2gvEKBWGm,0.727,273467,0.792,0.0631,2,0.146,-7.113,1,0.032,127.083,4,https://api.spotify.com/v1/tracks/0X5yBi86N9IZt2gvEKBWGm,audio_features,spotify:track:0X5yBi86N9IZt2gvEKBWGm,0.824
2siHsFAryN3Iq5BiThuk47,Jack Drag,Dope Box,0,0.00167,https://api.spotify.com/v1/audio-analysis/2siHsFAryN3Iq5BiThuk47,0.649,243240,0.754,0.647,9,0.445,-7.507,1,0.0357,89.428,4,https://api.spotify.com/v1/tracks/2siHsFAryN3Iq5BiThuk47,audio_features,spotify:track:2siHsFAryN3Iq5BiThuk47,0.88
5nJ34spSieh6OXRlcGkopH,Jack Drag,Sinner's Delight,0,0.0479,https://api.spotify.com/v1/audio-analysis/5nJ34spSieh6OXRlcGkopH,0.369,144933,0.66,0.0231,5,0.81,-6.312,1,0.0464,140.333,3,https://api.spotify.com/v1/tracks/5nJ34spSieh6OXRlcGkopH,audio_features,spotify:track:5nJ34spSieh6OXRlcGkopH,0.753
2L2dfbRWN5k3MCKy8vhPm7,Digital Underground,I Shall Return - Featuring Krs-One,6,0.136,https://api.spotify.com/v1/audio-analysis/2L2dfbRWN5k3MCKy8vhPm7,0.665,97823,0.799,0.0,1,0.698,-4.929,0,0.282,91.736,4,https://api.spotify.com/v1/tracks/2L2dfbRWN5k3MCKy8vhPm7,audio_features,spotify:track:2L2dfbRWN5k3MCKy8vhPm7,0.705
3034RqJ0b3ml6aTP5PVW8Y,Digital Underground,Holla Holiday - Featuring Clee & John Doe,6,0.0338,https://api.spotify.com/v1/audio-analysis/3034RqJ0b3ml6aTP5PVW8Y,0.656,327075,0.786,1.26e-05,5,0.446,-8.109,0,0.279,150.688,4,https://api.spotify.com/v1/tracks/3034RqJ0b3ml6aTP5PVW8Y,audio_features,spotify:track:3034RqJ0b3ml6aTP5PVW8Y,0.735
3b0VK6rO2AI9lU7Ad6YmPr,Digital Underground,Wind Me Up,8,0.00109,https://api.spotify.com/v1/audio-analysis/3b0VK6rO2AI9lU7Ad6YmPr,0.705,416463,0.701,0.000516,1,0.653,-7.863,1,0.145,97.321,4,https://api.spotify.com/v1/tracks/3b0VK6rO2AI9lU7Ad6YmPr,audio_features,spotify:track:3b0VK6rO2AI9lU7Ad6YmPr,0.314
4ucLr6moS3YbxTiMKSJxGy,Atombombpocketknife,Slow Gotten Gone,0,0.00377,https://api.spotify.com/v1/audio-analysis/4ucLr6moS3YbxTiMKSJxGy,0.352,256507,0.633,0.006,4,0.317,-7.207,0,0.042,136.621,5,https://api.spotify.com/v1/tracks/4ucLr6moS3YbxTiMKSJxGy,audio_features,spotify:track:4ucLr6moS3YbxTiMKSJxGy,0.488
44fzJWxotLwEt8n7ADztzI,Atombombpocketknife,Shards Cta,0,0.000199,https://api.spotify.com/v1/audio-analysis/44fzJWxotLwEt8n7ADztzI,0.107,223160,0.984,0.000301,2,0.391,-4.696,1,0.0708,172.185,4,https://api.spotify.com/v1/tracks/44fzJWxotLwEt8n7ADztzI,audio_features,spotify:track:44fzJWxotLwEt8n7ADztzI,0.163
6c5TkqfoWeQSNg7qwMxMJR,Atombombpocketknife,Recovery Club,0,0.00216,https://api.spotify.com/v1/audio-analysis/6c5TkqfoWeQSNg7qwMxMJR,0.335,421707,0.866,0.0,2,0.139,-6.65,1,0.0489,111.733,4,https://api.spotify.com/v1/tracks/6c5TkqfoWeQSNg7qwMxMJR,audio_features,spotify:track:6c5TkqfoWeQSNg7qwMxMJR,0.441
5tlGR11UsS4UebKrn92nn0,Jeremy Boyle,Second Door From the Left,0,0.818,https://api.spotify.com/v1/audio-analysis/5tlGR11UsS4UebKrn92nn0,0.388,260400,0.466,0.949,11,0.123,-9.158,0,0.0265,74.979,4,https://api.spotify.com/v1/tracks/5tlGR11UsS4UebKrn92nn0,audio_features,spotify:track:5tlGR11UsS4UebKrn92nn0,0.349
2WwzXKyvBwPsitFd7HXDGq,Shalini,Telepathic World,0,0.00181,https://api.spotify.com/v1/audio-analysis/2WwzXKyvBwPsitFd7HXDGq,0.363,247533,0.764,1.89e-05,9,0.425,-4.737,1,0.0294,180.054,4,https://api.spotify.com/v1/tracks/2WwzXKyvBwPsitFd7HXDGq,audio_features,spotify:track:2WwzXKyvBwPsitFd7HXDGq,0.545
7nibcGBanXnwDzDVeCwG2e,Shalini,Get Free,0,0.00717,https://api.spotify.com/v1/audio-analysis/7nibcGBanXnwDzDVeCwG2e,0.568,216200,0.923,0.117,4,0.368,-5.238,1,0.0282,117.0,4,https://api.spotify.com/v1/tracks/7nibcGBanXnwDzDVeCwG2e,audio_features,spotify:track:7nibcGBanXnwDzDVeCwG2e,0.848
5XvxZrb2Yvt2IP3VxY7XB1,Shalini,Creepy Emily,0,0.000255,https://api.spotify.com/v1/audio-analysis/5XvxZrb2Yvt2IP3VxY7XB1,0.615,189693,0.821,0.043,2,0.25,-6.431,1,0.0326,117.946,4,https://api.spotify.com/v1/tracks/5XvxZrb2Yvt2IP3VxY7XB1,audio_features,spotify:track:5XvxZrb2Yvt2IP3VxY7XB1,0.59
3BXjyRvwPQje1XqemMOsuk,Alpha,Still,10,0.892,https://api.spotify.com/v1/audio-analysis/3BXjyRvwPQje1XqemMOsuk,0.184,247293,0.331,0.585,11,0.102,-10.875,0,0.0329,129.567,4,https://api.spotify.com/v1/tracks/3BXjyRvwPQje1XqemMOsuk,audio_features,spotify:track:3BXjyRvwPQje1XqemMOsuk,0.152
5DxErtabIjP8QoBt7iJ5Ja,Alpha,Eon,7,0.286,https://api.spotify.com/v1/audio-analysis/5DxErtabIjP8QoBt7iJ5Ja,0.239,229333,0.501,0.701,5,0.254,-8.43,0,0.031,138.41,4,https://api.spotify.com/v1/tracks/5DxErtabIjP8QoBt7iJ5Ja,audio_features,spotify:track:5DxErtabIjP8QoBt7iJ5Ja,0.267
0eJeSAZHzfbywjerKXBJQX,Alpha,South,7,0.423,https://api.spotify.com/v1/audio-analysis/0eJeSAZHzfbywjerKXBJQX,0.58,222893,0.541,0.00696,1,0.118,-9.42,1,0.0364,135.965,4,https://api.spotify.com/v1/tracks/0eJeSAZHzfbywjerKXBJQX,audio_features,spotify:track:0eJeSAZHzfbywjerKXBJQX,0.411
5AAW3vOgyHLVMk05RVYajS,Hey Mercedes,Frowning of a Lifetime,20,5.79e-05,https://api.spotify.com/v1/audio-analysis/5AAW3vOgyHLVMk05RVYajS,0.335,255773,0.978,0.000465,10,0.36,-5.13,0,0.159,173.517,4,https://api.spotify.com/v1/tracks/5AAW3vOgyHLVMk05RVYajS,audio_features,spotify:track:5AAW3vOgyHLVMk05RVYajS,0.263
5vcaT5UNCfBWnRwozDsZfW,Hey Mercedes,Every Turn,13,2.16e-05,https://api.spotify.com/v1/audio-analysis/5vcaT5UNCfBWnRwozDsZfW,0.299,253640,0.956,0.00161,4,0.221,-5.057,0,0.122,109.346,4,https://api.spotify.com/v1/tracks/5vcaT5UNCfBWnRwozDsZfW,audio_features,spotify:track:5vcaT5UNCfBWnRwozDsZfW,0.073
5EgTqUXn4QLtrL1aXvPJ8a,Rollins Band,Illumination,21,0.000571,https://api.spotify.com/v1/audio-analysis/5EgTqUXn4QLtrL1aXvPJ8a,0.252,253533,0.961,4.3e-05,8,0.129,-4.529,1,0.158,92.837,4,https://api.spotify.com/v1/tracks/5EgTqUXn4QLtrL1aXvPJ8a,audio_features,spotify:track:5EgTqUXn4QLtrL1aXvPJ8a,0.392
7jApAgNs6k3HqWClAZpNXq,Rollins Band,Monster,18,0.00571,https://api.spotify.com/v1/audio-analysis/7jApAgNs6k3HqWClAZpNXq,0.473,183000,0.989,0.000737,5,0.131,-2.838,0,0.0665,98.069,4,https://api.spotify.com/v1/tracks/7jApAgNs6k3HqWClAZpNXq,audio_features,spotify:track:7jApAgNs6k3HqWClAZpNXq,0.666
0YImp6DeEgxWlpyvRSFCrQ,Tuatara,The Melting Sun,5,0.278,https://api.spotify.com/v1/audio-analysis/0YImp6DeEgxWlpyvRSFCrQ,0.662,224133,0.833,0.966,6,0.434,-8.263,1,0.0261,117.97,4,https://api.spotify.com/v1/tracks/0YImp6DeEgxWlpyvRSFCrQ,audio_features,spotify:track:0YImp6DeEgxWlpyvRSFCrQ,0.563
01QFaSkZmICERKsL52Vj4o,Tuatara,Love Is a Calculated Risk,4,0.45,https://api.spotify.com/v1/audio-analysis/01QFaSkZmICERKsL52Vj4o,0.399,261267,0.353,0.786,2,0.112,-11.545,1,0.0282,153.462,4,https://api.spotify.com/v1/tracks/01QFaSkZmICERKsL52Vj4o,audio_features,spotify:track:01QFaSkZmICERKsL52Vj4o,0.545
3KqUAq0OBr20UR0AJHmZdz,Tuatara,Pimpin' For the Muse,3,0.628,https://api.spotify.com/v1/audio-analysis/3KqUAq0OBr20UR0AJHmZdz,0.712,237160,0.545,0.944,9,0.129,-9.196,1,0.033,108.45,4,https://api.spotify.com/v1/tracks/3KqUAq0OBr20UR0AJHmZdz,audio_features,spotify:track:3KqUAq0OBr20UR0AJHmZdz,0.453
5jwLtZLhwSNcmTPEQFbooU,The Pupils,All the People,4,0.561,https://api.spotify.com/v1/audio-analysis/5jwLtZLhwSNcmTPEQFbooU,0.824,177813,0.341,0.00381,2,0.164,-13.906,0,0.0672,167.202,4,https://api.spotify.com/v1/tracks/5jwLtZLhwSNcmTPEQFbooU,audio_features,spotify:track:5jwLtZLhwSNcmTPEQFbooU,0.792
0y8hXVY8M2qBDbuhl4Zzmi,The Pupils,Fountain Flame,4,0.681,https://api.spotify.com/v1/audio-analysis/0y8hXVY8M2qBDbuhl4Zzmi,0.493,231973,0.527,0.0634,6,0.0784,-7.097,1,0.0294,66.378,4,https://api.spotify.com/v1/tracks/0y8hXVY8M2qBDbuhl4Zzmi,audio_features,spotify:track:0y8hXVY8M2qBDbuhl4Zzmi,0.403
0AWIPywWoH7FCwJwAtW4j9,The Pupils,It's Good to Have Met You,5,0.992,https://api.spotify.com/v1/audio-analysis/0AWIPywWoH7FCwJwAtW4j9,0.636,201520,0.46,0.886,0,0.193,-11.207,1,0.0321,124.487,4,https://api.spotify.com/v1/tracks/0AWIPywWoH7FCwJwAtW4j9,audio_features,spotify:track:0AWIPywWoH7FCwJwAtW4j9,0.09
2rolqKHcmgskQzstvEM1Al,Party Of One,Snap You Like a Twig,0,0.0784,https://api.spotify.com/v1/audio-analysis/2rolqKHcmgskQzstvEM1Al,0.353,311733,0.465,2.08e-05,6,0.158,-9.147,1,0.032,145.273,4,https://api.spotify.com/v1/tracks/2rolqKHcmgskQzstvEM1Al,audio_features,spotify:track:2rolqKHcmgskQzstvEM1Al,0.348
0CaxC0R2UhL9XwrLKEb7MU,Party Of One,Six Million Anonymous Deceased,0,0.0942,https://api.spotify.com/v1/audio-analysis/0CaxC0R2UhL9XwrLKEb7MU,0.377,274160,0.665,0.029,3,0.121,-6.333,1,0.0305,87.417,4,https://api.spotify.com/v1/tracks/0CaxC0R2UhL9XwrLKEb7MU,audio_features,spotify:track:0CaxC0R2UhL9XwrLKEb7MU,0.652
48fHyiT2et2pWoFau3OCbW,Party Of One,Scorch the Brainwave,0,0.0644,https://api.spotify.com/v1/audio-analysis/48fHyiT2et2pWoFau3OCbW,0.539,196840,0.525,0.0306,3,0.0906,-12.01,1,0.0316,127.749,4,https://api.spotify.com/v1/tracks/48fHyiT2et2pWoFau3OCbW,audio_features,spotify:track:48fHyiT2et2pWoFau3OCbW,0.319
4KrfFf3gfWg5YD3hKfOryh,The Soundtrack Of Our Lives,Babel On,7,0.00253,https://api.spotify.com/v1/audio-analysis/4KrfFf3gfWg5YD3hKfOryh,0.202,384307,0.83,0.733,0,0.121,-7.253,1,0.0476,151.076,4,https://api.spotify.com/v1/tracks/4KrfFf3gfWg5YD3hKfOryh,audio_features,spotify:track:4KrfFf3gfWg5YD3hKfOryh,0.115
2ZogZ5IyOuddEAdJL8C0oO,The Soundtrack Of Our Lives,Universal Stalker,2,0.0314,https://api.spotify.com/v1/audio-analysis/2ZogZ5IyOuddEAdJL8C0oO,0.249,283907,0.841,0.212,5,0.0931,-7.791,1,0.0611,123.182,4,https://api.spotify.com/v1/tracks/2ZogZ5IyOuddEAdJL8C0oO,audio_features,spotify:track:2ZogZ5IyOuddEAdJL8C0oO,0.279
2cYjCcAXC0Vhp26AM7f4SL,The Murder City Devils,Press Gang,43,0.00472,https://api.spotify.com/v1/audio-analysis/2cYjCcAXC0Vhp26AM7f4SL,0.137,231267,0.931,0.666,0,0.107,-6.64,1,0.15,167.516,4,https://api.spotify.com/v1/tracks/2cYjCcAXC0Vhp26AM7f4SL,audio_features,spotify:track:2cYjCcAXC0Vhp26AM7f4SL,0.172
6nXWPgA660ekcN92PI9XbY,The Murder City Devils,Rum To Whiskey,36,0.000474,https://api.spotify.com/v1/audio-analysis/6nXWPgA660ekcN92PI9XbY,0.202,188827,0.938,0.264,11,0.116,-6.033,0,0.0845,156.79,4,https://api.spotify.com/v1/tracks/6nXWPgA660ekcN92PI9XbY,audio_features,spotify:track:6nXWPgA660ekcN92PI9XbY,0.383
7G1W6qQ6f4TDBUAB6uC7fN,Ova Looven,Astrid,0,0.36,https://api.spotify.com/v1/audio-analysis/7G1W6qQ6f4TDBUAB6uC7fN,0.0,11880,0.062,0.0,0,0.187,-20.072,1,0.0,0.0,0,https://api.spotify.com/v1/tracks/7G1W6qQ6f4TDBUAB6uC7fN,audio_features,spotify:track:7G1W6qQ6f4TDBUAB6uC7fN,0.0
7meSwBVrXHgn2qLnYb8oLg,Ova Looven,Power Windows,3,0.012,https://api.spotify.com/v1/audio-analysis/7meSwBVrXHgn2qLnYb8oLg,0.731,349333,0.856,0.485,2,0.121,-5.71,0,0.053,121.012,4,https://api.spotify.com/v1/tracks/7meSwBVrXHgn2qLnYb8oLg,audio_features,spotify:track:7meSwBVrXHgn2qLnYb8oLg,0.818
1sRJWkSoCKK9XG4DPuNmXu,Ova Looven,Invisible Triangle,1,0.366,https://api.spotify.com/v1/audio-analysis/1sRJWkSoCKK9XG4DPuNmXu,0.654,389747,0.877,0.409,5,0.411,-6.216,0,0.0465,115.009,4,https://api.spotify.com/v1/tracks/1sRJWkSoCKK9XG4DPuNmXu,audio_features,spotify:track:1sRJWkSoCKK9XG4DPuNmXu,0.757
1DDjAZos8wqZLJb7wywuuM,The Asteroid #4,The Admiral's Address,10,0.000159,https://api.spotify.com/v1/audio-analysis/1DDjAZos8wqZLJb7wywuuM,0.237,503867,0.528,0.52,11,0.136,-10.04,1,0.0349,125.233,4,https://api.spotify.com/v1/tracks/1DDjAZos8wqZLJb7wywuuM,audio_features,spotify:track:1DDjAZos8wqZLJb7wywuuM,0.0954
0yorgdGfdhBx8lfaeAdaj8,The Asteroid #4,Golden Girl of Spain,4,0.276,https://api.spotify.com/v1/audio-analysis/0yorgdGfdhBx8lfaeAdaj8,0.327,230427,0.227,0.485,2,0.0986,-15.272,1,0.0354,112.768,4,https://api.spotify.com/v1/tracks/0yorgdGfdhBx8lfaeAdaj8,audio_features,spotify:track:0yorgdGfdhBx8lfaeAdaj8,0.0384
0zNv8Pr575mRFU0TgRJGHa,Badly Drawn Boy,One Plus One Is One,18,0.55,https://api.spotify.com/v1/audio-analysis/0zNv8Pr575mRFU0TgRJGHa,0.538,258613,0.43,1.73e-06,5,0.378,-9.305,1,0.0684,76.795,4,https://api.spotify.com/v1/tracks/0zNv8Pr575mRFU0TgRJGHa,audio_features,spotify:track:0zNv8Pr575mRFU0TgRJGHa,0.367
6ie096sjg2eJcjuZNKFdiZ,Badly Drawn Boy,Easy Love,16,0.497,https://api.spotify.com/v1/audio-analysis/6ie096sjg2eJcjuZNKFdiZ,0.243,182040,0.383,0.000359,9,0.293,-11.067,0,0.0325,78.346,4,https://api.spotify.com/v1/tracks/6ie096sjg2eJcjuZNKFdiZ,audio_features,spotify:track:6ie096sjg2eJcjuZNKFdiZ,0.517
1CBGx5zzJJVgtQvpE2Hs5R,Badly Drawn Boy,Summertime in Wintertime,12,0.0578,https://api.spotify.com/v1/audio-analysis/1CBGx5zzJJVgtQvpE2Hs5R,0.47,156373,0.781,0.0154,9,0.102,-3.807,1,0.0362,132.21,4,https://api.spotify.com/v1/tracks/1CBGx5zzJJVgtQvpE2Hs5R,audio_features,spotify:track:1CBGx5zzJJVgtQvpE2Hs5R,0.617
1pkVaKJZVqvYiTWxbPQsF4,Spalding Rockwell,Touch It,4,0.00466,https://api.spotify.com/v1/audio-analysis/1pkVaKJZVqvYiTWxbPQsF4,0.85,186200,0.624,2.03e-05,7,0.0554,-8.908,1,0.246,115.953,4,https://api.spotify.com/v1/tracks/1pkVaKJZVqvYiTWxbPQsF4,audio_features,spotify:track:1pkVaKJZVqvYiTWxbPQsF4,0.704
3kHbbXtSwPubaTqnh0jIO0,Spalding Rockwell,Ingrid,4,0.00344,https://api.spotify.com/v1/audio-analysis/3kHbbXtSwPubaTqnh0jIO0,0.495,157533,0.936,0.042,9,0.688,-6.882,1,0.11,170.033,4,https://api.spotify.com/v1/tracks/3kHbbXtSwPubaTqnh0jIO0,audio_features,spotify:track:3kHbbXtSwPubaTqnh0jIO0,0.68
5aUH4kdOMDTk3HYNlFKX1O,Massive Attack,Atta' Boy,11,5.25e-05,https://api.spotify.com/v1/audio-analysis/5aUH4kdOMDTk3HYNlFKX1O,0.551,89027,0.764,0.891,4,0.338,-10.672,0,0.0459,122.019,4,https://api.spotify.com/v1/tracks/5aUH4kdOMDTk3HYNlFKX1O,audio_features,spotify:track:5aUH4kdOMDTk3HYNlFKX1O,0.326
7JexTYTWJRAeuGhNf8yTh1,Massive Attack,Sam,19,0.986,https://api.spotify.com/v1/audio-analysis/7JexTYTWJRAeuGhNf8yTh1,0.152,188320,0.0689,0.954,5,0.101,-19.94,0,0.0406,49.88,4,https://api.spotify.com/v1/tracks/7JexTYTWJRAeuGhNf8yTh1,audio_features,spotify:track:7JexTYTWJRAeuGhNf8yTh1,0.0383
3DC3jyXvC65FhllZJ8h8HV,The Cribs,I'm Alright Me,16,0.00182,https://api.spotify.com/v1/audio-analysis/3DC3jyXvC65FhllZJ8h8HV,0.295,162147,0.85,1.85e-05,0,0.0657,-3.879,1,0.0468,152.585,4,https://api.spotify.com/v1/tracks/3DC3jyXvC65FhllZJ8h8HV,audio_features,spotify:track:3DC3jyXvC65FhllZJ8h8HV,0.808
7iXP6euYfDfeiD36vQlfnn,Green Day,Brutal Love,46,0.025,https://api.spotify.com/v1/audio-analysis/7iXP6euYfDfeiD36vQlfnn,0.367,294747,0.77,3.8e-06,8,0.0722,-5.095,1,0.0273,93.05,3,https://api.spotify.com/v1/tracks/7iXP6euYfDfeiD36vQlfnn,audio_features,spotify:track:7iXP6euYfDfeiD36vQlfnn,0.316
1sy2KQjFHkPO5O4dLYAoIX,Green Day,Missing You,44,0.00296,https://api.spotify.com/v1/audio-analysis/1sy2KQjFHkPO5O4dLYAoIX,0.485,223693,0.94,0.000175,9,0.134,-4.067,1,0.0423,164.873,4,https://api.spotify.com/v1/tracks/1sy2KQjFHkPO5O4dLYAoIX,audio_features,spotify:track:1sy2KQjFHkPO5O4dLYAoIX,0.815
0RT1qESYHlNcUJI0Yo5Hzl,Green Day,21st Century Breakdown,58,0.0108,https://api.spotify.com/v1/audio-analysis/0RT1qESYHlNcUJI0Yo5Hzl,0.298,309107,0.963,0.0,1,0.178,-3.105,1,0.0473,114.944,4,https://api.spotify.com/v1/tracks/0RT1qESYHlNcUJI0Yo5Hzl,audio_features,spotify:track:0RT1qESYHlNcUJI0Yo5Hzl,0.407
5qtwzv99vOr5UTwnTixn7j,Green Day,Know Your Enemy,63,0.0016,https://api.spotify.com/v1/audio-analysis/5qtwzv99vOr5UTwnTixn7j,0.56,190987,0.958,4.96e-05,11,0.0643,-3.245,1,0.0412,129.984,4,https://api.spotify.com/v1/tracks/5qtwzv99vOr5UTwnTixn7j,audio_features,spotify:track:5qtwzv99vOr5UTwnTixn7j,0.961
0B5w3fc6HCwtUF93HssaW3,Fountains Of Wayne,Traffic And Weather,24,0.016,https://api.spotify.com/v1/audio-analysis/0B5w3fc6HCwtUF93HssaW3,0.687,216720,0.822,0.0,4,0.0972,-4.958,1,0.0489,122.097,4,https://api.spotify.com/v1/tracks/0B5w3fc6HCwtUF93HssaW3,audio_features,spotify:track:0B5w3fc6HCwtUF93HssaW3,0.858
18XPe3ppnZ09SAP6YFPquX,Fountains Of Wayne,Someone To Love,33,0.00696,https://api.spotify.com/v1/audio-analysis/18XPe3ppnZ09SAP6YFPquX,0.66,232720,0.875,6.78e-06,2,0.172,-4.659,1,0.0386,119.04,4,https://api.spotify.com/v1/tracks/18XPe3ppnZ09SAP6YFPquX,audio_features,spotify:track:18XPe3ppnZ09SAP6YFPquX,0.542
